"","Precinct","Population","Area","White","Black","Hisp","Other","Year","WhiteA","BlackA","HispA","OtherA","TotalA"
"1",1,66679,1.6222942931026,47231,1982,4676,10600,2005,8,25,12,2,47
"14",1,66679,1.6222942931026,47231,1982,4676,10600,2006,1,35,10,0,46
"15",1,66679,1.6222942931026,47231,1982,4676,10600,2007,11,78,21,7,117
"13",1,66679,1.6222942931026,47231,1982,4676,10600,2008,20,156,39,6,221
"9",1,66679,1.6222942931026,47231,1982,4676,10600,2009,15,163,45,15,238
"4",1,66679,1.6222942931026,47231,1982,4676,10600,2010,33,156,56,15,260
"5",1,66679,1.6222942931026,47231,1982,4676,10600,2011,27,135,45,8,215
"8",1,66679,1.6222942931026,47231,1982,4676,10600,2012,26,129,30,4,189
"3",1,66679,1.6222942931026,47231,1982,4676,10600,2013,22,43,21,7,93
"12",1,66679,1.6222942931026,47231,1982,4676,10600,2014,0,9,2,0,11
"7",1,66679,1.6222942931026,47231,1982,4676,10600,2015,0,4,0,0,4
"11",1,66679,1.6222942931026,47231,1982,4676,10600,2017,1,2,3,0,6
"10",1,66679,1.6222942931026,47231,1982,4676,10600,2018,4,16,6,0,26
"6",1,66679,1.6222942931026,47231,1982,4676,10600,2019,5,38,15,0,58
"2",1,66679,1.6222942931026,47231,1982,4676,10600,2020,8,23,7,0,38
"28",5,52568,0.621884421912021,10739,2299,5910,32754,2005,23,92,85,34,234
"25",5,52568,0.621884421912021,10739,2299,5910,32754,2006,43,123,104,39,309
"26",5,52568,0.621884421912021,10739,2299,5910,32754,2007,32,97,85,44,258
"22",5,52568,0.621884421912021,10739,2299,5910,32754,2008,27,113,84,62,286
"27",5,52568,0.621884421912021,10739,2299,5910,32754,2009,25,91,77,41,234
"16",5,52568,0.621884421912021,10739,2299,5910,32754,2010,28,127,117,68,340
"19",5,52568,0.621884421912021,10739,2299,5910,32754,2011,44,148,125,55,372
"17",5,52568,0.621884421912021,10739,2299,5910,32754,2012,34,120,82,68,304
"18",5,52568,0.621884421912021,10739,2299,5910,32754,2013,13,49,45,15,122
"23",5,52568,0.621884421912021,10739,2299,5910,32754,2014,7,30,22,1,60
"21",5,52568,0.621884421912021,10739,2299,5910,32754,2015,2,15,10,0,27
"30",5,52568,0.621884421912021,10739,2299,5910,32754,2017,4,15,25,7,51
"20",5,52568,0.621884421912021,10739,2299,5910,32754,2018,2,12,8,0,22
"24",5,52568,0.621884421912021,10739,2299,5910,32754,2019,2,22,7,0,31
"29",5,52568,0.621884421912021,10739,2299,5910,32754,2020,2,17,12,0,31
"37",6,62226,0.760844327786797,50468,1214,3781,5050,2005,43,120,74,15,252
"38",6,62226,0.760844327786797,50468,1214,3781,5050,2006,37,65,33,4,139
"36",6,62226,0.760844327786797,50468,1214,3781,5050,2007,50,110,26,7,193
"32",6,62226,0.760844327786797,50468,1214,3781,5050,2008,45,117,40,14,216
"40",6,62226,0.760844327786797,50468,1214,3781,5050,2009,34,79,39,11,163
"44",6,62226,0.760844327786797,50468,1214,3781,5050,2010,65,135,54,11,265
"42",6,62226,0.760844327786797,50468,1214,3781,5050,2011,46,123,39,14,222
"31",6,62226,0.760844327786797,50468,1214,3781,5050,2012,37,112,46,5,200
"35",6,62226,0.760844327786797,50468,1214,3781,5050,2013,25,49,23,6,103
"33",6,62226,0.760844327786797,50468,1214,3781,5050,2014,0,10,2,0,12
"39",6,62226,0.760844327786797,50468,1214,3781,5050,2015,0,3,0,0,3
"43",6,62226,0.760844327786797,50468,1214,3781,5050,2017,3,11,2,0,16
"45",6,62226,0.760844327786797,50468,1214,3781,5050,2018,12,32,14,0,58
"34",6,62226,0.760844327786797,50468,1214,3781,5050,2019,10,38,8,1,57
"41",6,62226,0.760844327786797,50468,1214,3781,5050,2020,11,35,25,0,71
"54",7,56355,0.631324045885591,13479,4578,17976,19297,2005,74,130,197,61,462
"51",7,56355,0.631324045885591,13479,4578,17976,19297,2006,96,139,190,34,459
"50",7,56355,0.631324045885591,13479,4578,17976,19297,2007,105,195,261,37,598
"56",7,56355,0.631324045885591,13479,4578,17976,19297,2008,80,140,165,29,414
"55",7,56355,0.631324045885591,13479,4578,17976,19297,2009,67,105,159,34,365
"60",7,56355,0.631324045885591,13479,4578,17976,19297,2010,53,125,192,48,418
"59",7,56355,0.631324045885591,13479,4578,17976,19297,2011,71,151,235,37,494
"47",7,56355,0.631324045885591,13479,4578,17976,19297,2012,55,129,169,29,382
"49",7,56355,0.631324045885591,13479,4578,17976,19297,2013,19,82,91,15,207
"48",7,56355,0.631324045885591,13479,4578,17976,19297,2014,5,30,48,5,88
"53",7,56355,0.631324045885591,13479,4578,17976,19297,2015,3,6,20,0,29
"46",7,56355,0.631324045885591,13479,4578,17976,19297,2017,6,28,17,1,52
"57",7,56355,0.631324045885591,13479,4578,17976,19297,2018,3,11,21,0,35
"52",7,56355,0.631324045885591,13479,4578,17976,19297,2019,3,29,28,0,60
"58",7,56355,0.631324045885591,13479,4578,17976,19297,2020,1,14,12,0,27
"67",9,76443,0.735654188786664,39560,5466,18291,10986,2005,68,147,188,24,427
"69",9,76443,0.735654188786664,39560,5466,18291,10986,2006,70,158,168,19,415
"65",9,76443,0.735654188786664,39560,5466,18291,10986,2007,131,142,216,15,504
"70",9,76443,0.735654188786664,39560,5466,18291,10986,2008,123,145,214,24,506
"74",9,76443,0.735654188786664,39560,5466,18291,10986,2009,112,173,252,28,565
"66",9,76443,0.735654188786664,39560,5466,18291,10986,2010,180,252,267,49,748
"75",9,76443,0.735654188786664,39560,5466,18291,10986,2011,252,259,307,77,895
"61",9,76443,0.735654188786664,39560,5466,18291,10986,2012,266,287,386,69,1008
"62",9,76443,0.735654188786664,39560,5466,18291,10986,2013,158,183,207,23,571
"64",9,76443,0.735654188786664,39560,5466,18291,10986,2014,74,84,100,33,291
"63",9,76443,0.735654188786664,39560,5466,18291,10986,2015,7,29,52,6,94
"73",9,76443,0.735654188786664,39560,5466,18291,10986,2017,9,32,39,1,81
"68",9,76443,0.735654188786664,39560,5466,18291,10986,2018,4,18,15,0,37
"71",9,76443,0.735654188786664,39560,5466,18291,10986,2019,10,18,26,1,55
"72",9,76443,0.735654188786664,39560,5466,18291,10986,2020,6,17,27,0,50
"86",10,50180,0.93621711258156,30799,3518,8821,5687,2005,50,127,67,15,259
"83",10,50180,0.93621711258156,30799,3518,8821,5687,2006,52,121,79,5,257
"79",10,50180,0.93621711258156,30799,3518,8821,5687,2007,55,121,82,6,264
"80",10,50180,0.93621711258156,30799,3518,8821,5687,2008,68,146,105,14,333
"84",10,50180,0.93621711258156,30799,3518,8821,5687,2009,50,145,76,18,289
"81",10,50180,0.93621711258156,30799,3518,8821,5687,2010,81,146,83,33,343
"90",10,50180,0.93621711258156,30799,3518,8821,5687,2011,59,142,89,19,309
"78",10,50180,0.93621711258156,30799,3518,8821,5687,2012,45,143,70,19,277
"87",10,50180,0.93621711258156,30799,3518,8821,5687,2013,37,92,57,8,194
"85",10,50180,0.93621711258156,30799,3518,8821,5687,2014,4,24,17,0,45
"82",10,50180,0.93621711258156,30799,3518,8821,5687,2015,3,4,2,0,9
"76",10,50180,0.93621711258156,30799,3518,8821,5687,2017,2,12,10,3,27
"89",10,50180,0.93621711258156,30799,3518,8821,5687,2018,3,23,5,0,31
"77",10,50180,0.93621711258156,30799,3518,8821,5687,2019,3,24,15,0,42
"88",10,50180,0.93621711258156,30799,3518,8821,5687,2020,1,16,9,0,26
"97",13,93640,1.01452784781355,65354,4369,8565,12916,2005,18,73,44,12,147
"103",13,93640,1.01452784781355,65354,4369,8565,12916,2006,28,140,89,17,274
"94",13,93640,1.01452784781355,65354,4369,8565,12916,2007,55,160,113,21,349
"92",13,93640,1.01452784781355,65354,4369,8565,12916,2008,69,178,135,18,400
"104",13,93640,1.01452784781355,65354,4369,8565,12916,2009,51,163,105,27,346
"99",13,93640,1.01452784781355,65354,4369,8565,12916,2010,60,152,95,28,335
"105",13,93640,1.01452784781355,65354,4369,8565,12916,2011,112,216,173,40,541
"93",13,93640,1.01452784781355,65354,4369,8565,12916,2012,85,217,149,22,473
"96",13,93640,1.01452784781355,65354,4369,8565,12916,2013,57,136,109,14,316
"95",13,93640,1.01452784781355,65354,4369,8565,12916,2014,67,65,50,8,190
"100",13,93640,1.01452784781355,65354,4369,8565,12916,2015,27,57,28,7,119
"91",13,93640,1.01452784781355,65354,4369,8565,12916,2017,18,43,37,0,98
"98",13,93640,1.01452784781355,65354,4369,8565,12916,2018,9,35,26,0,70
"101",13,93640,1.01452784781355,65354,4369,8565,12916,2019,5,63,25,1,94
"102",13,93640,1.01452784781355,65354,4369,8565,12916,2020,6,44,12,0,62
"115",14,20651,0.704720750110296,11605,1353,2198,4978,2005,34,167,60,13,274
"109",14,20651,0.704720750110296,11605,1353,2198,4978,2006,47,245,120,18,430
"112",14,20651,0.704720750110296,11605,1353,2198,4978,2007,51,305,163,28,547
"108",14,20651,0.704720750110296,11605,1353,2198,4978,2008,57,317,238,40,652
"118",14,20651,0.704720750110296,11605,1353,2198,4978,2009,47,344,169,48,608
"119",14,20651,0.704720750110296,11605,1353,2198,4978,2010,106,479,222,55,862
"117",14,20651,0.704720750110296,11605,1353,2198,4978,2011,95,403,160,42,700
"106",14,20651,0.704720750110296,11605,1353,2198,4978,2012,60,269,119,32,480
"110",14,20651,0.704720750110296,11605,1353,2198,4978,2013,30,100,81,4,215
"116",14,20651,0.704720750110296,11605,1353,2198,4978,2014,24,48,25,2,99
"107",14,20651,0.704720750110296,11605,1353,2198,4978,2015,6,27,20,2,55
"111",14,20651,0.704720750110296,11605,1353,2198,4978,2017,5,7,6,0,18
"113",14,20651,0.704720750110296,11605,1353,2198,4978,2018,3,22,3,0,28
"114",14,20651,0.704720750110296,11605,1353,2198,4978,2019,3,26,7,0,36
"120",14,20651,0.704720750110296,11605,1353,2198,4978,2020,5,34,9,0,48
"135",17,79126,0.765702247231728,60226,1583,4595,11117,2005,6,16,11,4,37
"130",17,79126,0.765702247231728,60226,1583,4595,11117,2006,30,41,24,6,101
"126",17,79126,0.765702247231728,60226,1583,4595,11117,2007,25,39,37,6,107
"131",17,79126,0.765702247231728,60226,1583,4595,11117,2008,13,51,33,7,104
"134",17,79126,0.765702247231728,60226,1583,4595,11117,2009,17,31,23,7,78
"128",17,79126,0.765702247231728,60226,1583,4595,11117,2010,11,32,25,12,80
"133",17,79126,0.765702247231728,60226,1583,4595,11117,2011,15,43,37,11,106
"121",17,79126,0.765702247231728,60226,1583,4595,11117,2012,28,45,25,14,112
"124",17,79126,0.765702247231728,60226,1583,4595,11117,2013,10,26,24,1,61
"125",17,79126,0.765702247231728,60226,1583,4595,11117,2014,6,10,9,1,26
"132",17,79126,0.765702247231728,60226,1583,4595,11117,2015,5,7,7,2,21
"122",17,79126,0.765702247231728,60226,1583,4595,11117,2017,1,9,4,1,15
"127",17,79126,0.765702247231728,60226,1583,4595,11117,2018,4,7,2,1,14
"123",17,79126,0.765702247231728,60226,1583,4595,11117,2019,4,23,4,0,31
"129",17,79126,0.765702247231728,60226,1583,4595,11117,2020,4,13,6,0,23
"143",18,54066,1.11030410094159,32682,2637,8883,8482,2005,19,34,30,9,92
"148",18,54066,1.11030410094159,32682,2637,8883,8482,2006,47,71,40,16,174
"136",18,54066,1.11030410094159,32682,2637,8883,8482,2007,41,124,55,11,231
"141",18,54066,1.11030410094159,32682,2637,8883,8482,2008,29,116,56,15,216
"147",18,54066,1.11030410094159,32682,2637,8883,8482,2009,20,91,50,13,174
"142",18,54066,1.11030410094159,32682,2637,8883,8482,2010,24,137,85,17,263
"140",18,54066,1.11030410094159,32682,2637,8883,8482,2011,82,159,72,11,324
"146",18,54066,1.11030410094159,32682,2637,8883,8482,2012,40,164,69,14,287
"138",18,54066,1.11030410094159,32682,2637,8883,8482,2013,15,72,24,7,118
"149",18,54066,1.11030410094159,32682,2637,8883,8482,2014,2,3,0,2,7
"139",18,54066,1.11030410094159,32682,2637,8883,8482,2015,1,9,1,0,11
"145",18,54066,1.11030410094159,32682,2637,8883,8482,2017,4,7,10,0,21
"150",18,54066,1.11030410094159,32682,2637,8883,8482,2018,2,10,7,0,19
"144",18,54066,1.11030410094159,32682,2637,8883,8482,2019,8,49,8,1,66
"137",18,54066,1.11030410094159,32682,2637,8883,8482,2020,6,29,11,0,46
"157",19,208259,1.67569675641259,168711,4817,13827,16891,2005,66,110,82,19,277
"156",19,208259,1.67569675641259,168711,4817,13827,16891,2006,109,155,128,17,409
"164",19,208259,1.67569675641259,168711,4817,13827,16891,2007,168,245,225,68,706
"152",19,208259,1.67569675641259,168711,4817,13827,16891,2008,144,200,159,51,554
"153",19,208259,1.67569675641259,168711,4817,13827,16891,2009,77,202,138,20,437
"163",19,208259,1.67569675641259,168711,4817,13827,16891,2010,127,270,125,43,565
"165",19,208259,1.67569675641259,168711,4817,13827,16891,2011,124,252,209,57,642
"155",19,208259,1.67569675641259,168711,4817,13827,16891,2012,96,295,159,36,586
"161",19,208259,1.67569675641259,168711,4817,13827,16891,2013,67,171,88,8,334
"159",19,208259,1.67569675641259,168711,4817,13827,16891,2014,18,69,41,6,134
"151",19,208259,1.67569675641259,168711,4817,13827,16891,2015,11,54,43,2,110
"158",19,208259,1.67569675641259,168711,4817,13827,16891,2017,8,21,8,0,37
"160",19,208259,1.67569675641259,168711,4817,13827,16891,2018,14,45,25,0,84
"154",19,208259,1.67569675641259,168711,4817,13827,16891,2019,16,74,42,1,133
"162",19,208259,1.67569675641259,168711,4817,13827,16891,2020,10,41,28,3,82
"180",20,102624,0.951368191250314,78880,3855,8609,9070,2005,23,63,40,28,154
"174",20,102624,0.951368191250314,78880,3855,8609,9070,2006,38,72,40,16,166
"170",20,102624,0.951368191250314,78880,3855,8609,9070,2007,95,119,65,33,312
"175",20,102624,0.951368191250314,78880,3855,8609,9070,2008,65,134,77,24,300
"171",20,102624,0.951368191250314,78880,3855,8609,9070,2009,92,240,118,22,472
"176",20,102624,0.951368191250314,78880,3855,8609,9070,2010,87,246,153,13,499
"177",20,102624,0.951368191250314,78880,3855,8609,9070,2011,83,175,132,27,417
"166",20,102624,0.951368191250314,78880,3855,8609,9070,2012,79,147,92,17,335
"172",20,102624,0.951368191250314,78880,3855,8609,9070,2013,29,66,55,8,158
"173",20,102624,0.951368191250314,78880,3855,8609,9070,2014,14,21,17,1,53
"169",20,102624,0.951368191250314,78880,3855,8609,9070,2015,2,15,10,1,28
"168",20,102624,0.951368191250314,78880,3855,8609,9070,2017,5,12,2,0,19
"178",20,102624,0.951368191250314,78880,3855,8609,9070,2018,5,22,10,1,38
"179",20,102624,0.951368191250314,78880,3855,8609,9070,2019,15,41,18,0,74
"167",20,102624,0.951368191250314,78880,3855,8609,9070,2020,8,21,10,0,39
"195",22,25,1.31700001296531,2,16,6,0,2005,9,13,11,5,38
"191",22,25,1.31700001296531,2,16,6,0,2006,2,8,2,0,12
"184",22,25,1.31700001296531,2,16,6,0,2007,2,10,11,0,23
"189",22,25,1.31700001296531,2,16,6,0,2008,7,18,6,2,33
"185",22,25,1.31700001296531,2,16,6,0,2009,6,12,9,0,27
"194",22,25,1.31700001296531,2,16,6,0,2010,6,19,14,0,39
"190",22,25,1.31700001296531,2,16,6,0,2011,13,20,17,3,53
"182",22,25,1.31700001296531,2,16,6,0,2012,5,5,14,2,26
"186",22,25,1.31700001296531,2,16,6,0,2013,3,9,4,0,16
"187",22,25,1.31700001296531,2,16,6,0,2014,0,5,1,1,7
"183",22,25,1.31700001296531,2,16,6,0,2015,0,1,3,0,4
"188",22,25,1.31700001296531,2,16,6,0,2017,0,0,2,0,2
"192",22,25,1.31700001296531,2,16,6,0,2018,0,4,0,0,4
"193",22,25,1.31700001296531,2,16,6,0,2019,1,15,1,1,18
"181",22,25,1.31700001296531,2,16,6,0,2020,4,2,0,0,6
"204",23,73106,0.738059403830719,10864,18582,36656,5617,2005,10,297,265,27,599
"206",23,73106,0.738059403830719,10864,18582,36656,5617,2006,23,323,265,12,623
"198",23,73106,0.738059403830719,10864,18582,36656,5617,2007,41,421,377,57,896
"203",23,73106,0.738059403830719,10864,18582,36656,5617,2008,48,593,461,32,1134
"199",23,73106,0.738059403830719,10864,18582,36656,5617,2009,55,739,571,77,1442
"209",23,73106,0.738059403830719,10864,18582,36656,5617,2010,40,702,670,59,1471
"210",23,73106,0.738059403830719,10864,18582,36656,5617,2011,26,530,363,32,951
"197",23,73106,0.738059403830719,10864,18582,36656,5617,2012,20,282,206,20,528
"205",23,73106,0.738059403830719,10864,18582,36656,5617,2013,15,161,117,14,307
"201",23,73106,0.738059403830719,10864,18582,36656,5617,2014,11,99,95,16,221
"200",23,73106,0.738059403830719,10864,18582,36656,5617,2015,2,22,15,2,41
"202",23,73106,0.738059403830719,10864,18582,36656,5617,2017,5,63,46,1,115
"208",23,73106,0.738059403830719,10864,18582,36656,5617,2018,2,39,40,0,81
"207",23,73106,0.738059403830719,10864,18582,36656,5617,2019,5,45,25,0,75
"196",23,73106,0.738059403830719,10864,18582,36656,5617,2020,7,49,32,3,91
"215",24,106460,0.876015252480154,61970,11979,22738,7139,2005,12,85,43,8,148
"211",24,106460,0.876015252480154,61970,11979,22738,7139,2006,19,101,79,13,212
"220",24,106460,0.876015252480154,61970,11979,22738,7139,2007,40,212,132,16,400
"221",24,106460,0.876015252480154,61970,11979,22738,7139,2008,23,208,120,15,366
"224",24,106460,0.876015252480154,61970,11979,22738,7139,2009,28,233,127,8,396
"219",24,106460,0.876015252480154,61970,11979,22738,7139,2010,55,310,154,37,556
"223",24,106460,0.876015252480154,61970,11979,22738,7139,2011,60,298,186,21,565
"212",24,106460,0.876015252480154,61970,11979,22738,7139,2012,46,193,160,11,410
"217",24,106460,0.876015252480154,61970,11979,22738,7139,2013,6,80,56,6,148
"213",24,106460,0.876015252480154,61970,11979,22738,7139,2014,4,33,25,1,63
"214",24,106460,0.876015252480154,61970,11979,22738,7139,2015,5,24,7,3,39
"216",24,106460,0.876015252480154,61970,11979,22738,7139,2017,1,25,24,0,50
"218",24,106460,0.876015252480154,61970,11979,22738,7139,2018,7,48,26,0,81
"222",24,106460,0.876015252480154,61970,11979,22738,7139,2019,6,44,14,1,65
"225",24,106460,0.876015252480154,61970,11979,22738,7139,2020,6,30,16,0,52
"229",25,47405,1.54012614966339,3578,19008,22634,1346,2005,11,291,145,30,477
"227",25,47405,1.54012614966339,3578,19008,22634,1346,2006,16,339,166,18,539
"226",25,47405,1.54012614966339,3578,19008,22634,1346,2007,26,686,294,35,1041
"231",25,47405,1.54012614966339,3578,19008,22634,1346,2008,33,829,415,71,1348
"239",25,47405,1.54012614966339,3578,19008,22634,1346,2009,42,753,297,45,1137
"235",25,47405,1.54012614966339,3578,19008,22634,1346,2010,55,845,396,47,1343
"238",25,47405,1.54012614966339,3578,19008,22634,1346,2011,31,529,241,34,835
"232",25,47405,1.54012614966339,3578,19008,22634,1346,2012,24,425,186,23,658
"228",25,47405,1.54012614966339,3578,19008,22634,1346,2013,14,220,106,19,359
"236",25,47405,1.54012614966339,3578,19008,22634,1346,2014,12,202,68,21,303
"230",25,47405,1.54012614966339,3578,19008,22634,1346,2015,6,80,29,12,127
"240",25,47405,1.54012614966339,3578,19008,22634,1346,2017,1,44,19,0,64
"234",25,47405,1.54012614966339,3578,19008,22634,1346,2018,4,26,13,1,44
"237",25,47405,1.54012614966339,3578,19008,22634,1346,2019,6,39,24,1,70
"233",25,47405,1.54012614966339,3578,19008,22634,1346,2020,1,43,18,0,62
"246",26,49508,0.819519702244048,19207,10158,12277,6299,2005,4,136,44,6,190
"251",26,49508,0.819519702244048,19207,10158,12277,6299,2006,8,134,38,3,183
"250",26,49508,0.819519702244048,19207,10158,12277,6299,2007,9,157,48,8,222
"241",26,49508,0.819519702244048,19207,10158,12277,6299,2008,6,203,84,11,304
"255",26,49508,0.819519702244048,19207,10158,12277,6299,2009,8,274,95,13,390
"242",26,49508,0.819519702244048,19207,10158,12277,6299,2010,14,335,116,11,476
"252",26,49508,0.819519702244048,19207,10158,12277,6299,2011,18,320,142,18,498
"253",26,49508,0.819519702244048,19207,10158,12277,6299,2012,14,310,103,16,443
"248",26,49508,0.819519702244048,19207,10158,12277,6299,2013,3,119,36,12,170
"249",26,49508,0.819519702244048,19207,10158,12277,6299,2014,1,40,20,5,66
"245",26,49508,0.819519702244048,19207,10158,12277,6299,2015,2,16,5,2,25
"254",26,49508,0.819519702244048,19207,10158,12277,6299,2017,1,19,12,0,32
"244",26,49508,0.819519702244048,19207,10158,12277,6299,2018,6,29,12,0,47
"243",26,49508,0.819519702244048,19207,10158,12277,6299,2019,4,28,11,0,43
"247",26,49508,0.819519702244048,19207,10158,12277,6299,2020,1,15,4,1,21
"260",28,44781,0.525588510221797,7227,25067,9393,1711,2005,15,332,45,15,407
"257",28,44781,0.525588510221797,7227,25067,9393,1711,2006,15,298,45,13,371
"259",28,44781,0.525588510221797,7227,25067,9393,1711,2007,16,389,38,15,458
"268",28,44781,0.525588510221797,7227,25067,9393,1711,2008,15,501,71,13,600
"266",28,44781,0.525588510221797,7227,25067,9393,1711,2009,14,428,56,13,511
"261",28,44781,0.525588510221797,7227,25067,9393,1711,2010,18,516,90,15,639
"263",28,44781,0.525588510221797,7227,25067,9393,1711,2011,14,420,66,11,511
"267",28,44781,0.525588510221797,7227,25067,9393,1711,2012,11,232,49,4,296
"258",28,44781,0.525588510221797,7227,25067,9393,1711,2013,3,86,22,4,115
"262",28,44781,0.525588510221797,7227,25067,9393,1711,2014,0,35,6,3,44
"264",28,44781,0.525588510221797,7227,25067,9393,1711,2015,0,12,3,1,16
"269",28,44781,0.525588510221797,7227,25067,9393,1711,2017,5,41,7,1,54
"270",28,44781,0.525588510221797,7227,25067,9393,1711,2018,1,19,5,0,25
"256",28,44781,0.525588510221797,7227,25067,9393,1711,2019,1,28,5,0,34
"265",28,44781,0.525588510221797,7227,25067,9393,1711,2020,1,35,7,1,44
"280",30,60685,0.647671581117827,6178,16951,34825,1549,2005,3,96,81,12,192
"276",30,60685,0.647671581117827,6178,16951,34825,1549,2006,3,63,37,11,114
"271",30,60685,0.647671581117827,6178,16951,34825,1549,2007,11,161,126,27,325
"279",30,60685,0.647671581117827,6178,16951,34825,1549,2008,5,143,130,17,295
"284",30,60685,0.647671581117827,6178,16951,34825,1549,2009,14,280,189,17,500
"281",30,60685,0.647671581117827,6178,16951,34825,1549,2010,9,233,205,34,481
"278",30,60685,0.647671581117827,6178,16951,34825,1549,2011,19,331,330,26,706
"272",30,60685,0.647671581117827,6178,16951,34825,1549,2012,23,324,257,17,621
"277",30,60685,0.647671581117827,6178,16951,34825,1549,2013,6,165,117,10,298
"273",30,60685,0.647671581117827,6178,16951,34825,1549,2014,4,26,25,5,60
"274",30,60685,0.647671581117827,6178,16951,34825,1549,2015,0,11,9,0,20
"283",30,60685,0.647671581117827,6178,16951,34825,1549,2017,0,11,11,0,22
"282",30,60685,0.647671581117827,6178,16951,34825,1549,2018,0,8,12,0,20
"275",30,60685,0.647671581117827,6178,16951,34825,1549,2019,0,26,9,1,36
"285",30,60685,0.647671581117827,6178,16951,34825,1549,2020,2,18,12,1,33
"292",32,70942,0.791060880920724,3823,47791,16299,1478,2005,3,128,17,6,154
"296",32,70942,0.791060880920724,3823,47791,16299,1478,2006,7,391,59,14,471
"287",32,70942,0.791060880920724,3823,47791,16299,1478,2007,14,589,75,16,694
"300",32,70942,0.791060880920724,3823,47791,16299,1478,2008,12,874,103,25,1014
